Index	Gene_name	Gene_list_index	Source	Ensembl_gene_id	Ensembl_transcript_id	RefSeq_mRNA_id	HGNC_symbol	Alias	Info
103	Aff1	3_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000029313	ENSMUST00000031256|ENSMUST00000152145|ENSMUST00000153165|ENSMUST00000054979|ENSMUST00000126335	NM_133919|NM_001080798|NM_001408251	AFF1	Af4|Rob|9630032B01Rik|Mllt2h	Regulation: UP|Probe.Set:ILMN_2469264|Identifier:NM_001080798.1|FirstOfLocuslink:NP_001074267.1|FirstOfName:Aff1|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:1.8550273316008102e-09|ANOVA.CELL:1.58704787685329e-28|ANOVA.INT:0.19390998498469803|FDR_ANOVA.TREAT:3.17237155590132e-07|FDR_ANOVA.CELL:1.59861144558953e-27|FDR_ANOVA.INT:0.9999978870935041|TTEST.ASTRO.DEX:0.00371911094910485|TTEST.ASTRO.ALD:0.19950012865254302|TTEST.ASTRO.DHT:0.18755357183221402|TTEST.ASTRO.PRG:0.258693775412567|TTEST.ASTRO.ESR:0.707772043905867|TTEST.NEURO.DEX:0.006475841738067861|TTEST.NEURO.ALD:0.7404143060540981|TTEST.NEURO.DHT:0.871208649702737|TTEST.NEURO.PRG:0.465314444131784|TTEST.NEURO.ESR:0.388045785299487|FDR_TTEST.ASTRO.DEX:0.10626623079453401|FDR_TTEST.ASTRO.ALD:0.797319892589036|FDR_TTEST.ASTRO.DHT:0.9132682544287011|FDR_TTEST.ASTRO.PRG:0.9108991004944981|FDR_TTEST.ASTRO.ESR:0.986681901737086|FDR_TTEST.NEURO.DEX:0.936914954111807|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.8384088541666661|FOLD.ASTRO.ALD:0.20963541666666602|FOLD.ASTRO.DHT:-0.22645052083333503|FOLD.ASTRO.PRG:-0.1930390625|FOLD.ASTRO.ESR:-0.06791145833333449|FOLD.NEURO.DEX:0.6535130208333341|FOLD.NEURO.ALD:0.0458333333333325|FOLD.NEURO.DHT:0.020013020833332|FOLD.NEURO.PRG:-0.126067708333334|FOLD.NEURO.ESR:0.156054687499999
104	Myrip	3_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000041794	ENSMUST00000048121|ENSMUST00000129168|ENSMUST00000214784|ENSMUST00000139665|ENSMUST00000133173	NM_144557	MYRIP	Slac2-c|A230081N12Rik	Regulation: UP|Probe.Set:ILMN_2665441|Identifier:NM_144557.4|FirstOfLocuslink:NP_653140.1|FirstOfName:Myrip|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:1.66638600626174e-07|ANOVA.CELL:1.1985276429687e-19|ANOVA.INT:0.0007472855678272721|FDR_ANOVA.TREAT:1.89984462847233e-05|FDR_ANOVA.CELL:6.30449024680302e-19|FDR_ANOVA.INT:0.0506683756370873|TTEST.ASTRO.DEX:0.0006684148464027131|TTEST.ASTRO.ALD:0.0985525298264751|TTEST.ASTRO.DHT:0.81947165114472|TTEST.ASTRO.PRG:0.8696924031188421|TTEST.ASTRO.ESR:0.7747177241688641|TTEST.NEURO.DEX:0.00650571979763595|TTEST.NEURO.ALD:0.10655206959654401|TTEST.NEURO.DHT:0.8598910327328071|TTEST.NEURO.PRG:0.661185420763289|TTEST.NEURO.ESR:0.0397887451992898|FDR_TTEST.ASTRO.DEX:0.03736275265544|FDR_TTEST.ASTRO.ALD:0.7067891295914731|FDR_TTEST.ASTRO.DHT:0.9851532572509281|FDR_TTEST.ASTRO.PRG:0.9882795560609371|FDR_TTEST.ASTRO.ESR:0.988803998506053|FDR_TTEST.NEURO.DEX:0.936914954111807|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.7995468749999991|FOLD.ASTRO.ALD:0.2256796875|FOLD.ASTRO.DHT:0.030046875|FOLD.ASTRO.PRG:0.0213828124999988|FOLD.ASTRO.ESR:0.0259140625000001|FOLD.NEURO.DEX:0.23900260416666602|FOLD.NEURO.ALD:0.0990729166666675|FOLD.NEURO.DHT:-0.0139921874999995|FOLD.NEURO.PRG:0.038677083333333|FOLD.NEURO.ESR:0.19506250000000103
105	E230024B12Rik	3_neurons_dex_up_michkor_cells_dex	michkor-cells-dex						Regulation: UP|Probe.Set:ILMN_1253191|Identifier:AK087605|FirstOfLocuslink:None|FirstOfName:E230024B12Rik|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:9.3610558507703e-12|ANOVA.CELL:5.9764181348405805e-19|ANOVA.INT:0.00033235962920459403|FDR_ANOVA.TREAT:2.7184741688897303e-09|FDR_ANOVA.CELL:3.00637466998724e-18|FDR_ANOVA.INT:0.0257058182896029|TTEST.ASTRO.DEX:7.628409238802359e-07|TTEST.ASTRO.ALD:0.00017780888929707403|TTEST.ASTRO.DHT:0.70729381145313|TTEST.ASTRO.PRG:0.323151502083008|TTEST.ASTRO.ESR:0.6298976861366871|TTEST.NEURO.DEX:0.006514163503150961|TTEST.NEURO.ALD:0.688958054833111|TTEST.NEURO.DHT:0.40217490752329105|TTEST.NEURO.PRG:0.25691470340704503|TTEST.NEURO.ESR:0.700796011324137|FDR_TTEST.ASTRO.DEX:0.000525722639093224|FDR_TTEST.ASTRO.ALD:0.0864226068884538|FDR_TTEST.ASTRO.DHT:0.977610230713825|FDR_TTEST.ASTRO.PRG:0.915013194470317|FDR_TTEST.ASTRO.ESR:0.9812704297634021|FDR_TTEST.NEURO.DEX:0.936914954111807|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:1.10407291666667|FOLD.ASTRO.ALD:0.691109375|FOLD.ASTRO.DHT:-0.0441744791666672|FOLD.ASTRO.PRG:0.1373828125|FOLD.ASTRO.ESR:-0.0557968750000004|FOLD.NEURO.DEX:0.44886197916666704|FOLD.NEURO.ALD:0.0678645833333338|FOLD.NEURO.DHT:-0.0950286458333327|FOLD.NEURO.PRG:-0.12585677083333202|FOLD.NEURO.ESR:-0.0361588541666666
106	Chst2	3_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000033350	ENSMUST00000036267	NM_018763	CHST2	Gn6st|N-acetylglucosamine-6-O-sulfotransferase|GST-2|C130041E03Rik	Regulation: UP|Probe.Set:ILMN_2687165|Identifier:NM_018763.1|FirstOfLocuslink:NP_061233.1|FirstOfName:Chst2|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:4.29103617053201e-10|ANOVA.CELL:3.93580509607379e-19|ANOVA.INT:0.00404088354619579|FDR_ANOVA.TREAT:8.43124698460192e-08|FDR_ANOVA.CELL:2.0021137435949303e-18|FDR_ANOVA.INT:0.18310476630230102|TTEST.ASTRO.DEX:0.000634541842835349|TTEST.ASTRO.ALD:0.000997093035441953|TTEST.ASTRO.DHT:0.10519244038129|TTEST.ASTRO.PRG:0.39551130374402205|TTEST.ASTRO.ESR:0.6123377372610851|TTEST.NEURO.DEX:0.006575894637005881|TTEST.NEURO.ALD:0.9932102790658641|TTEST.NEURO.DHT:0.90353899795713|TTEST.NEURO.PRG:0.457083023069133|TTEST.NEURO.ESR:0.527297996989874|FDR_TTEST.ASTRO.DEX:0.0364946036378549|FDR_TTEST.ASTRO.ALD:0.20539707873093102|FDR_TTEST.ASTRO.DHT:0.8967445379819481|FDR_TTEST.ASTRO.PRG:0.92917196042784|FDR_TTEST.ASTRO.ESR:0.979229429549866|FDR_TTEST.NEURO.DEX:0.936914954111807|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.8609921875000011|FOLD.ASTRO.ALD:0.5711145833333331|FOLD.ASTRO.DHT:-0.195182291666667|FOLD.ASTRO.PRG:0.0919895833333335|FOLD.ASTRO.ESR:-0.0635338541666659|FOLD.NEURO.DEX:0.571794270833333|FOLD.NEURO.ALD:0.0017265624999982501|FOLD.NEURO.DHT:0.0115677083333345|FOLD.NEURO.PRG:-0.0534322916666667|FOLD.NEURO.ESR:-0.0607135416666669
107	Iqgap2	3_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000021676	ENSMUST00000238263|ENSMUST00000238404|ENSMUST00000238392|ENSMUST00000238783|ENSMUST00000238515|ENSMUST00000238261|ENSMUST00000238595|ENSMUST00000238496|ENSMUST00000068603	NM_027711	IQGAP2	4933417J23Rik	Regulation: UP|Probe.Set:ILMN_1218051|Identifier:NM_027711.1|FirstOfLocuslink:NP_081987.1|FirstOfName:Iqgap2|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:3.8604977797546204e-05|ANOVA.CELL:8.44647051774471e-37|ANOVA.INT:0.128576269992998|FDR_ANOVA.TREAT:0.0024552978578841604|FDR_ANOVA.CELL:2.0145006698674802e-35|FDR_ANOVA.INT:0.9999978870935041|TTEST.ASTRO.DEX:0.378949597580341|TTEST.ASTRO.ALD:0.0824133631316546|TTEST.ASTRO.DHT:0.195537688941356|TTEST.ASTRO.PRG:0.00242720975882044|TTEST.ASTRO.ESR:0.0443658241649749|TTEST.NEURO.DEX:0.00472701722030016|TTEST.NEURO.ALD:0.472391484737033|TTEST.NEURO.DHT:0.8448379673671881|TTEST.NEURO.PRG:0.881383834968518|TTEST.NEURO.ESR:0.49933379651181997|FDR_TTEST.ASTRO.DEX:0.806630133810261|FDR_TTEST.ASTRO.ALD:0.6836819206540341|FDR_TTEST.ASTRO.DHT:0.9132682544287011|FDR_TTEST.ASTRO.PRG:0.665871209744755|FDR_TTEST.ASTRO.ESR:0.9148426913910791|FDR_TTEST.NEURO.DEX:0.8600091947656211|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.09049218749999889|FOLD.ASTRO.ALD:-0.15997135416666602|FOLD.ASTRO.DHT:-0.1821484375|FOLD.ASTRO.PRG:-0.471611979166669|FOLD.ASTRO.ESR:-0.21776302083333302|FOLD.NEURO.DEX:0.35378124999999905|FOLD.NEURO.ALD:0.0868020833333318|FOLD.NEURO.DHT:0.0226041666666656|FOLD.NEURO.PRG:-0.0127708333333345|FOLD.NEURO.ESR:-0.081184895833335
108	LOC100045882	3_neurons_dex_up_michkor_cells_dex	michkor-cells-dex						Regulation: UP|Probe.Set:ILMN_1246390|Identifier:XM_001475083.1|FirstOfLocuslink:XP_001475133.1|FirstOfName:LOC100045882|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:5.22905880424125e-08|ANOVA.CELL:1.7461103589052e-32|ANOVA.INT:0.00147276697683659|FDR_ANOVA.TREAT:6.83984592711149e-06|FDR_ANOVA.CELL:2.59912636080235e-31|FDR_ANOVA.INT:0.0860088274588413|TTEST.ASTRO.DEX:0.0008573088756879671|TTEST.ASTRO.ALD:0.023967860200172|TTEST.ASTRO.DHT:0.20545118076450802|TTEST.ASTRO.PRG:0.46593120091107904|TTEST.ASTRO.ESR:0.20515968538922302|TTEST.NEURO.DEX:0.007159204271321061|TTEST.NEURO.ALD:0.421383855383309|TTEST.NEURO.DHT:0.9753961784347811|TTEST.NEURO.PRG:0.70768628511891|TTEST.NEURO.ESR:0.510128355336525|FDR_TTEST.ASTRO.DEX:0.0443936220226993|FDR_TTEST.ASTRO.ALD:0.545727297147522|FDR_TTEST.ASTRO.DHT:0.9132682544287011|FDR_TTEST.ASTRO.PRG:0.939272606954577|FDR_TTEST.ASTRO.ESR:0.9459956445326091|FDR_TTEST.NEURO.DEX:0.9581712986202281|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.41976562500000003|FOLD.ASTRO.ALD:0.205354166666668|FOLD.ASTRO.DHT:-0.13378125|FOLD.ASTRO.PRG:0.0505989583333335|FOLD.ASTRO.ESR:-0.121062500000001|FOLD.NEURO.DEX:0.13496093749999902|FOLD.NEURO.ALD:0.0338489583333317|FOLD.NEURO.DHT:0.00234114583333245|FOLD.NEURO.PRG:-0.0177760416666679|FOLD.NEURO.ESR:-0.0539140625000005
109	Nt5e	3_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000032420	ENSMUST00000186789|ENSMUST00000217134|ENSMUST00000034992|ENSMUST00000187166	NM_011851	NT5E	CD73|ecto-5'-nucleotidase|Nt5|2210401F01Rik	Regulation: UP|Probe.Set:ILMN_2813830|Identifier:NM_011851.2|FirstOfLocuslink:NP_035981.1|FirstOfName:Nt5e|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:1.4267403852365698e-12|ANOVA.CELL:9.86252856991314e-20|ANOVA.INT:0.0008181945256514411|FDR_ANOVA.TREAT:4.6393176442192403e-10|FDR_ANOVA.CELL:5.22119232042157e-19|FDR_ANOVA.INT:0.054125091729841895|TTEST.ASTRO.DEX:2.7023579495944905e-05|TTEST.ASTRO.ALD:0.0104545945603303|TTEST.ASTRO.DHT:0.8536187563879171|TTEST.ASTRO.PRG:0.0188747748984389|TTEST.ASTRO.ESR:0.16997132291111802|TTEST.NEURO.DEX:0.007263565642605891|TTEST.NEURO.ALD:0.0469657793356541|TTEST.NEURO.DHT:0.69621650781732|TTEST.NEURO.PRG:0.142897467604672|TTEST.NEURO.ESR:0.633985773571877|FDR_TTEST.ASTRO.DEX:0.005263377335831871|FDR_TTEST.ASTRO.ALD:0.45241841539708705|FDR_TTEST.ASTRO.DHT:0.9879371357623561|FDR_TTEST.ASTRO.PRG:0.8265276883373011|FDR_TTEST.ASTRO.ESR:0.9421553780743571|FDR_TTEST.NEURO.DEX:0.9637582758094381|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.9558515625|FOLD.ASTRO.ALD:0.3434765625|FOLD.ASTRO.DHT:0.0136276041666665|FOLD.ASTRO.PRG:0.23169791666666803|FOLD.ASTRO.ESR:0.11713020833333301|FOLD.NEURO.DEX:0.42445312500000104|FOLD.NEURO.ALD:0.19850520833333402|FOLD.NEURO.DHT:0.0471354166666664|FOLD.NEURO.PRG:0.15592708333333302|FOLD.NEURO.ESR:0.0492760416666673
110	Bcat1	3_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000030268	ENSMUST00000149769|ENSMUST00000136819|ENSMUST00000032402|ENSMUST00000145911|ENSMUST00000155693|ENSMUST00000111742|ENSMUST00000123930|ENSMUST00000154611|ENSMUST00000048252|ENSMUST00000204138	NM_001024468|NM_007532	BCAT1	Eca39|BCATc|Bcat-1	Regulation: UP|Probe.Set:ILMN_3131478|Identifier:NM_007532.2|FirstOfLocuslink:NP_031558.2|FirstOfName:Bcat1|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:1.44406651420773e-25|ANOVA.CELL:4.2976910899682504e-42|ANOVA.INT:7.61582799161447e-23|FDR_ANOVA.TREAT:5.12910209438674e-22|FDR_ANOVA.CELL:2.40535258652356e-40|FDR_ANOVA.INT:5.860887361413439e-19|TTEST.ASTRO.DEX:3.05105499144093e-08|TTEST.ASTRO.ALD:3.0055224711478498e-06|TTEST.ASTRO.DHT:0.282101184177323|TTEST.ASTRO.PRG:0.00032219359540732904|TTEST.ASTRO.ESR:0.0952348211884848|TTEST.NEURO.DEX:0.0077236740544656506|TTEST.NEURO.ALD:0.39535831663637205|TTEST.NEURO.DHT:0.620575164384356|TTEST.NEURO.PRG:0.7313550622408971|TTEST.NEURO.ESR:0.804415650215984|FDR_TTEST.ASTRO.DEX:0.00011026870910608301|FDR_TTEST.ASTRO.ALD:0.00867356216142379|FDR_TTEST.ASTRO.DHT:0.9313076710536411|FDR_TTEST.ASTRO.PRG:0.36198613421618103|FDR_TTEST.ASTRO.ESR:0.934626371936716|FDR_TTEST.NEURO.DEX:0.9663768582666921|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:3.49393229166667|FOLD.ASTRO.ALD:1.6772552083333299|FOLD.ASTRO.DHT:0.140968749999999|FOLD.ASTRO.PRG:0.613466145833332|FOLD.ASTRO.ESR:0.25790364583333203|FOLD.NEURO.DEX:0.296669270833334|FOLD.NEURO.ALD:0.0897187500000012|FOLD.NEURO.DHT:-0.036999999999999006|FOLD.NEURO.PRG:0.037356770833334|FOLD.NEURO.ESR:-0.0265312499999979
111	Furin	3_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000030530	ENSMUST00000147150|ENSMUST00000146771|ENSMUST00000122232|ENSMUST00000107362|ENSMUST00000120753|ENSMUST00000206352|ENSMUST00000135306|ENSMUST00000153446	NM_011046|NM_001081454	FURIN	Fur|PACE|SPC1|Pcsk3|9130404I01Rik	Regulation: UP|Probe.Set:ILMN_3148489|Identifier:NM_011046.2|FirstOfLocuslink:NP_035176.1|FirstOfName:Furin|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:8.713005574452902e-05|ANOVA.CELL:1.1463426434965702e-30|ANOVA.INT:0.052334236810681396|FDR_ANOVA.TREAT:0.00496684344931837|FDR_ANOVA.CELL:1.3995564574513698e-29|FDR_ANOVA.INT:0.81198960030121|TTEST.ASTRO.DEX:0.0100735647491052|TTEST.ASTRO.ALD:0.42442757712307205|TTEST.ASTRO.DHT:0.7034465330205251|TTEST.ASTRO.PRG:0.5772976003605661|TTEST.ASTRO.ESR:0.41149628311157704|TTEST.NEURO.DEX:0.008022685570026071|TTEST.NEURO.ALD:0.10822565882125701|TTEST.NEURO.DHT:0.142418707507511|TTEST.NEURO.PRG:0.79857575564336|TTEST.NEURO.ESR:0.9303594031958471|FDR_TTEST.ASTRO.DEX:0.18102598113311702|FDR_TTEST.ASTRO.ALD:0.886412344987886|FDR_TTEST.ASTRO.DHT:0.9771498507031471|FDR_TTEST.ASTRO.PRG:0.95469209837286|FDR_TTEST.ASTRO.ESR:0.9688797909553171|FDR_TTEST.NEURO.DEX:0.9799986336253541|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.351955729166669|FOLD.ASTRO.ALD:0.11392447916666601|FOLD.ASTRO.DHT:-0.0408255208333337|FOLD.ASTRO.PRG:-0.0568776041666652|FOLD.ASTRO.ESR:-0.0861249999999991|FOLD.NEURO.DEX:0.155479166666668|FOLD.NEURO.ALD:0.135932291666666|FOLD.NEURO.DHT:0.16664322916666502|FOLD.NEURO.PRG:-0.0178854166666671|FOLD.NEURO.ESR:0.005427083333332311
112	Ssfa2	3_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000027007	ENSMUST00000111788|ENSMUST00000124938|ENSMUST00000111785|ENSMUST00000111784|ENSMUST00000133266	NM_080558	ITPRID2		Regulation: UP|Probe.Set:ILMN_2487517|Identifier:NM_080558|FirstOfLocuslink:None|FirstOfName:Ssfa2|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:6.18329463212025e-08|ANOVA.CELL:4.62861447293166e-33|ANOVA.INT:0.610952690353846|FDR_ANOVA.TREAT:7.95285365859388e-06|FDR_ANOVA.CELL:7.336822680162931e-32|FDR_ANOVA.INT:0.9999978870935041|TTEST.ASTRO.DEX:0.0005186507247109141|TTEST.ASTRO.ALD:0.0731494631034265|TTEST.ASTRO.DHT:0.8867172967936121|TTEST.ASTRO.PRG:0.37731703370942304|TTEST.ASTRO.ESR:0.5810180092704751|TTEST.NEURO.DEX:0.00826681213534136|TTEST.NEURO.ALD:0.389145146023306|TTEST.NEURO.DHT:0.44739998391633|TTEST.NEURO.PRG:0.266298872626821|TTEST.NEURO.ESR:0.8646302959707151|FDR_TTEST.ASTRO.DEX:0.0321884120467765|FDR_TTEST.ASTRO.ALD:0.66963115840502|FDR_TTEST.ASTRO.DHT:0.990936533396454|FDR_TTEST.ASTRO.PRG:0.9262987210441621|FDR_TTEST.ASTRO.ESR:0.978210777031642|FDR_TTEST.NEURO.DEX:0.9805667805524011|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.654765625000001|FOLD.ASTRO.ALD:0.249348958333334|FOLD.ASTRO.DHT:0.0107786458333337|FOLD.ASTRO.PRG:0.0804401041666676|FOLD.ASTRO.ESR:-0.0832421874999998|FOLD.NEURO.DEX:0.492161458333335|FOLD.NEURO.ALD:0.146263020833334|FOLD.NEURO.DHT:0.0931354166666676|FOLD.NEURO.PRG:0.138067708333335|FOLD.NEURO.ESR:-0.0250390624999994
113	B4galt1	3_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000028413	ENSMUST00000108096|ENSMUST00000030121	NM_001378519|NM_022305	B4GALT1	Ggtb|Ggtb2|B-1,4-GalT1|beta-1,4-GalT1|GalT|beta 1,4-Galactosyltransferase I|b1,4-Galactosyltransferase I	Regulation: UP|Probe.Set:ILMN_2667369|Identifier:NM_022305.3|FirstOfLocuslink:NP_071641.1|FirstOfName:B4galt1|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:5.3490586275958806e-15|ANOVA.CELL:3.65014762602439e-40|ANOVA.INT:5.31929988901172e-07|FDR_ANOVA.TREAT:2.65577885022164e-12|FDR_ANOVA.CELL:1.46685741065318e-38|FDR_ANOVA.INT:9.984282645334441e-05|TTEST.ASTRO.DEX:2.44843510418225e-07|TTEST.ASTRO.ALD:0.0027125329544013203|TTEST.ASTRO.DHT:0.0552079307965821|TTEST.ASTRO.PRG:0.0888363629296455|TTEST.ASTRO.ESR:0.640270932751233|TTEST.NEURO.DEX:0.00879223806185851|TTEST.NEURO.ALD:0.40279871992487104|TTEST.NEURO.DHT:0.659032794947582|TTEST.NEURO.PRG:0.893660968761893|TTEST.NEURO.ESR:0.607834734283293|FDR_TTEST.ASTRO.DEX:0.000262916377908166|FDR_TTEST.ASTRO.ALD:0.28797499749501204|FDR_TTEST.ASTRO.DHT:0.8845768646342911|FDR_TTEST.ASTRO.PRG:0.8635430309025841|FDR_TTEST.ASTRO.ESR:0.9819173955073011|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:1.01153385416666|FOLD.ASTRO.ALD:0.22832812499999902|FOLD.ASTRO.DHT:0.0970078124999993|FOLD.ASTRO.PRG:0.11202083333333401|FOLD.ASTRO.ESR:0.0179479166666674|FOLD.NEURO.DEX:0.307838541666666|FOLD.NEURO.ALD:0.09795572916666549|FOLD.NEURO.DHT:-0.0315338541666677|FOLD.NEURO.PRG:-0.00631770833333434|FOLD.NEURO.ESR:-0.023442708333334398
114	Gpr65	3_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000021886	ENSMUST00000075072	NM_008152	GPR65	TDAG8|Gpcr25|Dig1	Regulation: UP|Probe.Set:ILMN_2693991|Identifier:NM_008152.2|FirstOfLocuslink:NP_032178.1|FirstOfName:Gpr65|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:6.7096882685787e-06|ANOVA.CELL:3.10811141070555e-31|ANOVA.INT:0.0253327008026399|FDR_ANOVA.TREAT:0.0005251070273107671|FDR_ANOVA.CELL:4.0324230479887e-30|FDR_ANOVA.INT:0.5940502720510551|TTEST.ASTRO.DEX:0.00448068915253002|TTEST.ASTRO.ALD:0.247419531776074|TTEST.ASTRO.DHT:0.108859417484822|TTEST.ASTRO.PRG:0.647224456799602|TTEST.ASTRO.ESR:0.24538606178693|TTEST.NEURO.DEX:0.00885461594943848|TTEST.NEURO.ALD:0.488307630273874|TTEST.NEURO.DHT:0.15678396338381|TTEST.NEURO.PRG:0.426319617211721|TTEST.NEURO.ESR:0.44153820533938|FDR_TTEST.ASTRO.DEX:0.11730553746173701|FDR_TTEST.ASTRO.ALD:0.8200667188449081|FDR_TTEST.ASTRO.DHT:0.897934562361108|FDR_TTEST.ASTRO.PRG:0.965876188897239|FDR_TTEST.ASTRO.ESR:0.952004750894691|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.559770833333332|FOLD.ASTRO.ALD:0.0938906250000002|FOLD.ASTRO.DHT:-0.153552083333334|FOLD.ASTRO.PRG:-0.0872421874999993|FOLD.ASTRO.ESR:-0.13612500000000202|FOLD.NEURO.DEX:0.290372395833333|FOLD.NEURO.ALD:0.0430078125|FOLD.NEURO.DHT:0.111093749999999|FOLD.NEURO.PRG:0.0813177083333327|FOLD.NEURO.ESR:0.0463984374999997
