Index	Gene_name	Gene_list_number	Gene_list_index	Source	Ensembl_gene_id	Ensembl_transcript_id	RefSeq_mRNA_id	HGNC_symbol	Alias	Info
239	F9	8	8_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000031138	ENSMUST00000033477	NM_007979|NM_001305797	F9	Cf-9|Cf9	Regulation: UP
240	Gbp11	9	9_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000092021	ENSMUST00000100960		GBP6	Gm7141	Regulation: DOWN
241	Dock4	9	9_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000035954	ENSMUST00000220912|ENSMUST00000220783|ENSMUST00000221758|ENSMUST00000222798|ENSMUST00000222287|ENSMUST00000220850|ENSMUST00000221731|ENSMUST00000223290|ENSMUST00000222860|ENSMUST00000037488|ENSMUST00000221664	NM_172803	DOCK4	EST N28122|6330411N01Rik	Regulation: DOWN
242	Nnat	9	9_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000067786	ENSMUST00000173839|ENSMUST00000173793|ENSMUST00000134513|ENSMUST00000153739|ENSMUST00000109526|ENSMUST00000088484|ENSMUST00000152605|ENSMUST00000173595|ENSMUST00000173041|ENSMUST00000172487	NM_010923|NM_001291130|NM_001291129|NM_180960|NM_001291128		Peg5|5730414I02Rik	Regulation: DOWN
243	S1pr2	9	9_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000043895	ENSMUST00000214218|ENSMUST00000054197|ENSMUST00000214333|ENSMUST00000216499	NM_010333	S1PR2	Gpcr13|H218|S1P2|LPb2|1100001A16Rik|Edg5	Regulation: DOWN
244	Pde4b	9	9_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000028525	ENSMUST00000172616|ENSMUST00000172845|ENSMUST00000106908|ENSMUST00000174186|ENSMUST00000106911|ENSMUST00000106907|ENSMUST00000097950|ENSMUST00000133632|ENSMUST00000030251|ENSMUST00000173119|ENSMUST00000106904|ENSMUST00000097949|ENSMUST00000106901	NM_001177980|NM_001177983|NM_001374780|NM_019840|NM_001177982|NM_001177981	PDE4B	dunce|Dpde4	Regulation: DOWN
245	Kcnj8	9	9_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000030247	ENSMUST00000203945|ENSMUST00000032374	NM_001330366|NM_001330363|NM_008428	KCNJ8	Kir6.1|sltr|slmbr|gnite	Regulation: DOWN
246	Ifit3	9	9_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000074896	ENSMUST00000102825	NM_010501	IFIT3	Ifi49	Regulation: DOWN
247	Serpina1b	9	9_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000071178	ENSMUST00000095450|ENSMUST00000186166|ENSMUST00000164454|ENSMUST00000187220	NM_009244	SERPINA1	PI2|D12Ucla2|Spi1-2	Regulation: UP
248	9530053J19Rik	9	9_marpiech_tissues_dex	marpiech_tissues_dex						Regulation: UP
249	Cyp2b10	9	9_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000030483	ENSMUST00000144140|ENSMUST00000005477|ENSMUST00000072438	NM_009999		p16|Cyp2b|phenobarbitol inducible, type b|Cyp2b20	Regulation: UP
250	A830037N18Rik	9	9_marpiech_tissues_dex	marpiech_tissues_dex						Regulation: UP
251	6330403K07Rik	9	9_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000018451	ENSMUST00000156068|ENSMUST00000238695	NM_134022			Regulation: UP
252	Serpina3g	9	9_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000041481	ENSMUST00000171916|ENSMUST00000171065|ENSMUST00000043315|ENSMUST00000170628	NM_001353613|NM_001353612	SERPINA3	Spi2-1|Spi2/eb.1|2A2|alpha-1 antiproteinase,|alpha-1 antiproteinase|Spi2A	Regulation: UP
253	Cklf	9	9_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000054400	ENSMUST00000212259|ENSMUST00000034342|ENSMUST00000211809|ENSMUST00000212433|ENSMUST00000212410|ENSMUST00000212422|ENSMUST00000211829|ENSMUST00000212688|ENSMUST00000098464|ENSMUST00000212939	NM_001037841|NM_001286383|NM_029295	CKLF	CKLF5|chemokine-like factor 4|Cklf6|HSPC224|UCK-1|CKLF4|CKLF3|CKLF2|CKLF1|C32|1700001C14Rik|A730028G07Rik	Regulation: UP
254	Neto2	9	9_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000036902	ENSMUST00000216286|ENSMUST00000209259|ENSMUST00000215046|ENSMUST00000209479|ENSMUST00000109686	NM_001081324|NM_001357287|NM_001357288	NETO2	5530601C23Rik	Regulation: UP
255	Ctgf	9	9_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000019997	ENSMUST00000129142|ENSMUST00000176228|ENSMUST00000020171	NM_010217	CCN2		Regulation: UP
256	9330177P18Rik	9	9_marpiech_tissues_dex	marpiech_tissues_dex						Regulation: UP
257	Lrrc16	9	9_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000021338	ENSMUST00000142171|ENSMUST00000110398|ENSMUST00000123076|ENSMUST00000072889|ENSMUST00000128416|ENSMUST00000144159|ENSMUST00000151566|ENSMUST00000125901|ENSMUST00000140042|ENSMUST00000136517|ENSMUST00000147261|ENSMUST00000125420	NM_026825|NM_001384122|NM_001311122	CARMIL1		Regulation: UP
258	Mt2	9	9_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000031762	ENSMUST00000034214|ENSMUST00000212806	NM_008630		MT-II|Mt-2	Regulation: UP
259	Sdc4	9	9_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000017009	ENSMUST00000142909|ENSMUST00000017153	NM_011521	SDC4	ryudocan|Synd4|syndecan-4|S4	Regulation: UP
260	Hspb8	9	9_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000041548	ENSMUST00000036991|ENSMUST00000133335	NM_030704	HSPB8	HSP20-like|HSP22|D5Ucla4|E2IG1|H11|Cryac|H11K	Regulation: UP
261	Ccl17	9	9_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000031780	ENSMUST00000034232	NM_011332	CCL17	TARC|ABCD-2|Scya17	Regulation: UP
262	Bcl2l1	9	9_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000007659	ENSMUST00000134357|ENSMUST00000156688|ENSMUST00000007803|ENSMUST00000173755|ENSMUST00000109820|ENSMUST00000128172|ENSMUST00000140436|ENSMUST00000146380|ENSMUST00000134902	NM_001289716|NM_001289717|NM_001355053|NM_009743	BCL2L1	bcl-x|Bcl-XL|BclX|Bcl-Xs|Bcl(X)L	Regulation: UP
263	Npm3	9	9_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000056209	ENSMUST00000144165|ENSMUST00000070215	NM_008723	NPM3	Nub1	Regulation: UP
264	Mug2	9	9_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000030131	ENSMUST00000081777	NM_008646	PZP		Regulation: UP
265	Hao1	9	9_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000027261	ENSMUST00000140794|ENSMUST00000028704	NM_010403	HAO1	GOX|Hao-1|Gox1	Regulation: UP
266	Pon1	9	9_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000002588	ENSMUST00000177159|ENSMUST00000176933|ENSMUST00000176945|ENSMUST00000002663	NM_011134	PON1	Pon	Regulation: UP
267	Syde2	9	9_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000036863	ENSMUST00000212479|ENSMUST00000039517|ENSMUST00000200546|ENSMUST00000195918	NM_001166064	SYDE2	C430017H16Rik	Regulation: UP
268	Arg1	9	9_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000019987	ENSMUST00000218260|ENSMUST00000220186|ENSMUST00000020161	NM_007482	ARG1	PGIF|Arg-1|AI	Regulation: UP
269	Serpina12	9	9_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000041567	ENSMUST00000043915	NM_026535	SERPINA12	vaspin	Regulation: UP
270	Wnt3a	10	10_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000009900	ENSMUST00000010044	NM_009522	WNT3A	Wnt-3a	Regulation: DOWN
271	Niacr1	10	10_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000045502	ENSMUST00000057145	NM_030701	HCAR2		Regulation: DOWN
272	Sirpa	10	10_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000037902	ENSMUST00000136153|ENSMUST00000161620|ENSMUST00000163034|ENSMUST00000162764|ENSMUST00000160276|ENSMUST00000103203|ENSMUST00000049262|ENSMUST00000103202|ENSMUST00000127751|ENSMUST00000160952|ENSMUST00000153491|ENSMUST00000136554|ENSMUST00000179001|ENSMUST00000099113	NM_001355158|NM_001291019|NM_001355160|NM_001291020|NM_001177647|NM_001291022|NM_001291021|NM_007547	SIRPB1	SIRP|P84|SHPS-1|Bit|CD172a|Idd13.2|Ptpns1	Regulation: DOWN
273	Sema6a	10	10_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000019647	ENSMUST00000135790|ENSMUST00000141224|ENSMUST00000123228|ENSMUST00000019791|ENSMUST00000156422|ENSMUST00000144223|ENSMUST00000076043|ENSMUST00000126684|ENSMUST00000115449|ENSMUST00000151382	NM_001311097|NM_018744	SEMA6A	VIa|sema|Sema6A-1|Semaq|A730020P05Rik	Regulation: DOWN
274	Pnmt	10	10_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000038216	ENSMUST00000041301|ENSMUST00000124527	NM_008890	PNMT	Pent	Regulation: UP
275	Bmp4	10	10_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000021835	ENSMUST00000226759|ENSMUST00000135408|ENSMUST00000100676|ENSMUST00000074077	NM_007554|NM_001316360	BMP4	Bmp2b|Bmp2b1|Bmp2b-1|Bmp-4	Regulation: UP
276	Plekhf1	10	10_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000074170	ENSMUST00000098513	NM_024413	PLEKHF1	1810013P09Rik|LAPF	Regulation: UP
277	9430023L20Rik	10	10_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000037204	ENSMUST00000229525|ENSMUST00000230525|ENSMUST00000048393	NM_026566	ATG101		Regulation: UP
278	Insig2	10	10_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000003721	ENSMUST00000186915|ENSMUST00000003818|ENSMUST00000159192|ENSMUST00000159528|ENSMUST00000162019|ENSMUST00000159085|ENSMUST00000160688|ENSMUST00000159125|ENSMUST00000162790|ENSMUST00000161818|ENSMUST00000160968|ENSMUST00000162582|ENSMUST00000161068|ENSMUST00000071064	NM_001357251|NM_133748|NM_001271532|NM_178082|NM_001271531	INSIG2	Insig-2|2900053I11Rik|C730043J18Rik	Regulation: UP
279	Sec62	10	10_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000027706	ENSMUST00000191730|ENSMUST00000029256|ENSMUST00000195072	NM_001357528|NM_027016	SEC62	HTP1|Dtrp1|SEC62|3100002M17Rik|Tloc1	Regulation: UP
280	3110023G01Rik	10	10_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000025420	ENSMUST00000154053|ENSMUST00000137354|ENSMUST00000135029|ENSMUST00000122984|ENSMUST00000026486|ENSMUST00000137498|ENSMUST00000123650|ENSMUST00000125744|ENSMUST00000154665|ENSMUST00000126153|ENSMUST00000138336	NM_001368656|NM_001368655|NM_001368657|NM_027721	KATNAL2		Regulation: UP
281	Rarres1	10	10_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000049404	ENSMUST00000054825	NM_001164763	RARRES1	5430417P09Rik	Regulation: UP
282	EG245297	10	10_marpiech_tissues_dex	marpiech_tissues_dex						Regulation: UP
283	Eif4ebp3	10	10_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000090264	ENSMUST00000036765	NM_201256	EIF4EBP3	4E-BP3	Regulation: UP
284	LOC624610	10	10_marpiech_tissues_dex	marpiech_tissues_dex						Regulation: UP
285	Mup3	10	10_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000066154	ENSMUST00000084531|ENSMUST00000107488|ENSMUST00000107472	NM_001039544		Mup-3	Regulation: UP
286	Grasp	10	10_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000000531	ENSMUST00000000543	NM_019518	TAMALIN		Regulation: UP
287	Sesn1	10	10_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000038332	ENSMUST00000041438|ENSMUST00000099931|ENSMUST00000214835	NM_001162908|NM_001013370	SESN1	1110002G11Rik|SEST1|PA26	Regulation: UP
288	Fam107a	10	10_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000021750	ENSMUST00000120411|ENSMUST00000036070|ENSMUST00000121887|ENSMUST00000137133	NM_001360339|NM_001360337|NM_001360338|NM_183187	FAM107A	DRR1	Regulation: UP
289	Tsc22d1	10	10_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000022010	ENSMUST00000177471|ENSMUST00000022587|ENSMUST00000110888|ENSMUST00000133224|ENSMUST00000142683|ENSMUST00000175984|ENSMUST00000175811|ENSMUST00000176581|ENSMUST00000176886|ENSMUST00000101618|ENSMUST00000175655|ENSMUST00000177207|ENSMUST00000134109|ENSMUST00000140251|ENSMUST00000177333|ENSMUST00000048371	NM_001310647|NM_207652|NM_001177751|NM_001310646|NM_009366	TSC22D1	TSC-22|Egr5|Tgfb1i4	Regulation: UP
290	Lpin1	10	10_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000020593	ENSMUST00000239165|ENSMUST00000067124|ENSMUST00000222989|ENSMUST00000223129|ENSMUST00000221230|ENSMUST00000238839|ENSMUST00000221146|ENSMUST00000221789|ENSMUST00000221297|ENSMUST00000111067	NM_001130412|NM_001355598|NM_015763|NM_172950	LPIN1	Lipin1	Regulation: UP
291	3110040M04Rik	10	10_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000114582	ENSMUST00000224012	NM_001372355			Regulation: UP
292	Sgtb	10	10_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000042743	ENSMUST00000159574|ENSMUST00000044385|ENSMUST00000160322	NM_001361054|NM_144838	SGTB	C630001O05Rik	Regulation: UP
293	Tns1	10	10_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000055322	ENSMUST00000187691|ENSMUST00000191204|ENSMUST00000191104|ENSMUST00000191367|ENSMUST00000185264|ENSMUST00000188436|ENSMUST00000169786|ENSMUST00000185529|ENSMUST00000191264|ENSMUST00000187584|ENSMUST00000190599|ENSMUST00000189571|ENSMUST00000190389|ENSMUST00000189228|ENSMUST00000187281|ENSMUST00000191527|ENSMUST00000188942|ENSMUST00000212888|ENSMUST00000188208|ENSMUST00000185702|ENSMUST00000239451|ENSMUST00000186381|ENSMUST00000185331	NM_001289895|NM_027884	TNS1	1200014E20Rik|E030018G17Rik|1110018I21Rik|Tns|E030037J05Rik	Regulation: UP
294	A130038J17Rik	10	10_marpiech_tissues_dex	marpiech_tissues_dex						Regulation: UP
295	Arl4d	10	10_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000034936	ENSMUST00000039388	NM_025404	ARL4D	Arl5|1110036H21Rik|Arf4l|Arfl4	Regulation: UP
296	Slc16a9	10	10_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000037762	ENSMUST00000155933|ENSMUST00000046807	NM_025807	SLC16A9	4930425B13Rik|1200003C15Rik	Regulation: UP
297	Ces1c	10	10_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000057400	ENSMUST00000211843|ENSMUST00000034189|ENSMUST00000212091	NM_007954	CES1	Es-N|Es-4|Es-1|Ee-1|Es1|Ces-N	Regulation: UP
298	Adamts15	10	10_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000033453	ENSMUST00000217070|ENSMUST00000216215|ENSMUST00000065112	NM_001329420|NM_001024139	ADAMTS15		Regulation: UP
299	Cyp3a11	10	10_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000056035	ENSMUST00000035918|ENSMUST00000199857	NM_007818		IIIAm1|Pcn|Cyp3a	Regulation: UP
300	Ffar2	11	11_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000051314	ENSMUST00000186339|ENSMUST00000053156|ENSMUST00000168528|ENSMUST00000163504|ENSMUST00000186534|ENSMUST00000186059	NM_001168509|NM_001168510|NM_001168511|NM_001168512|NM_146187	FFAR2	Gpr43	Regulation: DOWN
301	Dbp	11	11_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000059824	ENSMUST00000211748|ENSMUST00000210120|ENSMUST00000211513|ENSMUST00000080885|ENSMUST00000211357	NM_016974	DBP		Regulation: DOWN
302	Cyp24a1	11	11_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000038567	ENSMUST00000038824	NM_009996	CYP24A1	25-hydroxyvitamin D-24-hydroxylase|24-OHase|CP24|Cyp24	Regulation: DOWN
303	2010016I18Rik	11	11_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000091575	ENSMUST00000164330|ENSMUST00000187757|ENSMUST00000191570|ENSMUST00000189683|ENSMUST00000190356				Regulation: DOWN
304	Il33	11	11_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000024810	ENSMUST00000136850|ENSMUST00000025724|ENSMUST00000120388|ENSMUST00000144528|ENSMUST00000177518	NM_001164724|NM_001360725|NM_133775	IL33	NF-HEV|9230117N10Rik|Il1f11|Il-33	Regulation: DOWN
305	Lbh	11	11_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000024063	ENSMUST00000148556|ENSMUST00000024857	NM_029999	LBH	6720416L16Rik|1810009F10Rik	Regulation: DOWN
306	Agrp	11	11_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000005705	ENSMUST00000194091|ENSMUST00000194654|ENSMUST00000005849	NM_001271806|NM_007427	AGRP	Agrt|agouti related protein	Regulation: UP
307	Tom1l2	11	11_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000000538	ENSMUST00000153920|ENSMUST00000102683|ENSMUST00000142225|ENSMUST00000143124|ENSMUST00000095254|ENSMUST00000064019|ENSMUST00000093048|ENSMUST00000133420|ENSMUST00000102682|ENSMUST00000151284|ENSMUST00000093046	NM_001359810|NM_001039092|NM_001403893|NM_001403896|NM_153080|NM_001403895|NM_001039093	TOM1L2	2900016I08Rik|myb1-like protein 2|A730055F12Rik	Regulation: UP
308	Kcnf1	11	11_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000051726	ENSMUST00000170580	NM_201531	KCNF1	LOC382571	Regulation: UP
309	Cyr61	11	11_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000028195	ENSMUST00000029846	NM_010516	CCN1		Regulation: UP
310	Apoc1	11	11_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000040564	ENSMUST00000207978|ENSMUST00000045035|ENSMUST00000108451|ENSMUST00000207500	NM_001110009|NM_007469	APOC1		Regulation: UP
311	Mt1	11	11_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000031765	ENSMUST00000211807|ENSMUST00000212291|ENSMUST00000034215	NM_013602	MT1X	MT-I|Mt-1	Regulation: UP
312	Cdc37l1	11	11_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000024780	ENSMUST00000225310|ENSMUST00000224511|ENSMUST00000224092|ENSMUST00000225210|ENSMUST00000050148|ENSMUST00000224599|ENSMUST00000224830|ENSMUST00000225598|ENSMUST00000223694	NM_025950|NM_001302380|NM_001377047|NM_001302443|NM_001302382	CDC37L1	2700033A15Rik|Hsp90-associating relative of Cdc37|Harc	Regulation: UP
313	Tmprss2	11	11_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000000385	ENSMUST00000000395|ENSMUST00000231544|ENSMUST00000231908|ENSMUST00000231715|ENSMUST00000232141|ENSMUST00000232599	NM_015775	TMPRSS2	epitheliasin|D16Ertd61e	Regulation: UP
314	Ly6g6e	11	11_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000013766	ENSMUST00000172678|ENSMUST00000013910|ENSMUST00000172494|ENSMUST00000172959	NM_027366		2310011I02Rik|G6e	Regulation: UP
315	AA467197	11	11_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000033213	ENSMUST00000175727|ENSMUST00000047498|ENSMUST00000110512|ENSMUST00000142767	NM_001004174	C15orf48	NMES1	Regulation: UP
316	Slc25a15	11	11_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000031482	ENSMUST00000210020|ENSMUST00000033871	NM_181325|NM_001358971	SLC25A15	Ornt1|D630044L02Rik	Regulation: UP
317	LOC100047902	11	11_marpiech_tissues_dex	marpiech_tissues_dex						Regulation: UP
318	Cpeb2	11	11_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000039782	ENSMUST00000114065|ENSMUST00000127599|ENSMUST00000169035|ENSMUST00000198754|ENSMUST00000114066|ENSMUST00000200685|ENSMUST00000166713	NM_001368806|NM_001368807|NM_001368805|NM_001177379|NM_175937	CPEB2	A630055H10Rik	Regulation: UP
319	Lrg1	11	11_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000037095	ENSMUST00000041357	NM_029796	LRG1	2310031E04Rik|Lrhg|1300008B03Rik	Regulation: UP
320	Hp	11	11_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000031722	ENSMUST00000212918|ENSMUST00000212018|ENSMUST00000074898	NM_001329965|NM_017370	HPR	HP-1|preHP2|zonulin	Regulation: UP
321	Gls2	11	11_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000044005	ENSMUST00000123385|ENSMUST00000134104|ENSMUST00000134461|ENSMUST00000132441|ENSMUST00000159440|ENSMUST00000145591|ENSMUST00000135441|ENSMUST00000044776|ENSMUST00000123291|ENSMUST00000152928|ENSMUST00000143827	NM_001033264|NM_001285777|NM_001285779	GLS2	Lga|A330074B06Rik	Regulation: UP
322	A530026G17	11	11_marpiech_tissues_dex	marpiech_tissues_dex						Regulation: UP
323	Mfsd2a	11	11_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000028655	ENSMUST00000030408|ENSMUST00000152308|ENSMUST00000138964|ENSMUST00000127047	NM_029662	MFSD2A	major facilitator superfamily domain containing 2A|1700018O18Rik|Mfsd2	Regulation: UP
324	Slc27a5	11	11_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000030382	ENSMUST00000120903|ENSMUST00000155192|ENSMUST00000032539|ENSMUST00000133977	NM_009512	SLC27A5	FATP5|FACVL3|VLCSH2|VLCS-H2	Regulation: UP
325	Serpina10	11	11_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000061947	ENSMUST00000121625|ENSMUST00000044231	NM_144834|NM_001301404	SERPINA10	PZI	Regulation: UP
326	Pck1	11	11_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000027513	ENSMUST00000029017|ENSMUST00000136885|ENSMUST00000150629|ENSMUST00000151269	NM_011044	PCK1	Pck-1|PEPCK	Regulation: UP
327	4930523C07Rik	11	11_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000090394	ENSMUST00000060298|ENSMUST00000165923|ENSMUST00000191933|ENSMUST00000163892|ENSMUST00000097513|ENSMUST00000168250	NM_001162896	KIAA0040		Regulation: UP
328	EG640530	11	11_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000108022	ENSMUST00000204124		PZP		Regulation: UP
329	Cyp2a12	11	11_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000060407	ENSMUST00000207016|ENSMUST00000075552	NM_133657			Regulation: UP
330	Gm6484	12	12_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000047822	ENSMUST00000058777	NM_001080940	ANGPTL8		Regulation: DOWN
331	Bhlhe40	12	12_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000030103	ENSMUST00000166346|ENSMUST00000032194|ENSMUST00000204550|ENSMUST00000163617	NM_011498	BHLHE40	eip1 (E47 interaction protein 1)|Stra13|CR8|cytokine response gene 8|Clast5|C130042M06Rik|Stra14|DEC1|Sharp2|Bhlhb2	Regulation: DOWN
332	Slc22a23	12	12_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000038267	ENSMUST00000128392|ENSMUST00000145038|ENSMUST00000143353|ENSMUST00000148390|ENSMUST00000040336	NM_001382849|NM_001033167	SLC22A23	3110004L20Rik	Regulation: DOWN
333	Sel1l3	12	12_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000029189	ENSMUST00000031090|ENSMUST00000199919|ENSMUST00000196435|ENSMUST00000196550|ENSMUST00000196516	NM_172710	SEL1L3	2310045A20Rik	Regulation: DOWN
334	Osgin1	12	12_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000074063	ENSMUST00000126414|ENSMUST00000152420|ENSMUST00000144381|ENSMUST00000145604|ENSMUST00000131448|ENSMUST00000212112|ENSMUST00000098365	NM_027950	OSGIN1	1700012B18Rik	Regulation: DOWN
335	Rasgrp1	12	12_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000027347	ENSMUST00000178884|ENSMUST00000110898|ENSMUST00000174770|ENSMUST00000173541|ENSMUST00000172901|ENSMUST00000102534|ENSMUST00000173252	NM_011246	RASGRP1		Regulation: DOWN
336	Dapk2	12	12_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000032380	ENSMUST00000129778|ENSMUST00000238682|ENSMUST00000132987|ENSMUST00000034944|ENSMUST00000129442	NM_010019	DAPK2		Regulation: DOWN
337	Gadd45b	12	12_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000015312	ENSMUST00000015456|ENSMUST00000219449|ENSMUST00000220246	NM_008655	GADD45B	Myd118	Regulation: UP
338	Ppp1r3g	12	12_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000050423	ENSMUST00000132661|ENSMUST00000225537|ENSMUST00000172766	NM_029628	PPP1R3G	1600032L17Rik	Regulation: UP
339	Znfx1	12	12_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000039501	ENSMUST00000135967|ENSMUST00000128676|ENSMUST00000155281|ENSMUST00000048988|ENSMUST00000067584	NM_001033196|NM_001291162	ZNFX1		Regulation: UP
340	Klk1b21	12	12_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000066516	ENSMUST00000085455	NM_010642	KLK3	mGk-21|Klk21	Regulation: UP
341	Greb1	12	12_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000036523	ENSMUST00000159573|ENSMUST00000161036|ENSMUST00000159044|ENSMUST00000048064|ENSMUST00000160627|ENSMUST00000161998|ENSMUST00000160755|ENSMUST00000160347|ENSMUST00000160575|ENSMUST00000159120|ENSMUST00000160851|ENSMUST00000162112	NM_015764|NM_001252071	GREB1	5730583K22Rik	Regulation: UP
342	Adamts9	12	12_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000030022	ENSMUST00000167391|ENSMUST00000125490|ENSMUST00000203690|ENSMUST00000113438|ENSMUST00000130314|ENSMUST00000136751	NM_175314	ADAMTS9	1810011L16Rik|E030027K14Rik|8430403M15Rik|Mhdaund4|Gsfund3|UND3|Mhdaund3|UND4	Regulation: UP
